run,map,method,development_map,episode,result,enemy_elimination,enemy_kills,JEV_input,JEV_output,game_seconds,wall_seconds
smac-hard/jev_runs/all-maps-20260921-001/3st_vs_5zl/jev,3st_vs_5zl,jev_only,False,3,loss,0.0,0,169670,6557,13.214,17.828
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3st_vs_5zl/jev,3st_vs_5zl,jev_gpt6,False,1,loss,0.2,1,284450,6604,14.286,70.61
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3st_vs_5zl/jev,3st_vs_5zl,jev_gpt6,False,2,loss,0.2,1,274150,6424,13.214,16.282
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/3st_vs_5zl/jev,3st_vs_5zl,jev_gpt6,False,3,loss,0.2,1,270827,6339,13.214,16.562
smac-hard/jev_runs/all-maps-20260921-001/6m_vs_10m/jev,6m_vs_10m,jev_only,False,1,loss,0.0,0,146244,7298,6.786,22.766
smac-hard/jev_runs/all-maps-20260921-001/6m_vs_10m/jev,6m_vs_10m,jev_only,False,2,loss,0.0,0,149593,7327,7.143,10.313
smac-hard/jev_runs/all-maps-20260921-001/6m_vs_10m/jev,6m_vs_10m,jev_only,False,3,loss,0.0,0,147850,7208,7.143,9.906
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/6m_vs_10m/jev,6m_vs_10m,jev_gpt6,False,1,loss,0.2,2,297353,8911,10.357,62.844
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/6m_vs_10m/jev,6m_vs_10m,jev_gpt6,False,2,loss,0.3,3,295339,9834,10.714,13.938
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/6m_vs_10m/jev,6m_vs_10m,jev_gpt6,False,3,loss,0.1,1,279489,7684,9.643,12.469
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zspi/jev,mmmt_vs_zspi,jev_only,False,1,loss,0.1875,3,1745725,69332,14.643,41.594
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zspi/jev,mmmt_vs_zspi,jev_only,False,2,loss,0.25,4,1705088,70106,14.643,42.359
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zspi/jev,mmmt_vs_zspi,jev_only,False,3,loss,0.0625,1,1598782,64722,13.214,21.547
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zspi/jev,mmmt_vs_zspi,jev_gpt6,False,1,loss,0.5,8,2277216,60157,20.714,85.469
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zspi/jev,mmmt_vs_zspi,jev_gpt6,False,2,loss,0.4375,7,2062172,61147,17.5,32.187
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zspi/jev,mmmt_vs_zspi,jev_gpt6,False,3,loss,0.5,8,2109947,64401,17.857,30.609
smac-hard/jev_runs/all-maps-20260921-001/unit_test/jev,unit_test,jev_only,True,1,loss,0.0,0,31460,714,3.571,17.969
smac-hard/jev_runs/all-maps-20260921-001/unit_test/jev,unit_test,jev_only,True,2,loss,0.0,0,23070,521,3.214,3.625
smac-hard/jev_runs/all-maps-20260921-001/unit_test/jev,unit_test,jev_only,True,3,loss,0.0,0,23074,521,3.214,3.704
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/unit_test/jev,unit_test,jev_gpt6,True,1,loss,0.0,0,62075,1075,7.143,64.0
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/unit_test/jev,unit_test,jev_gpt6,True,2,loss,0.0,0,76346,1239,7.857,9.14
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/unit_test/jev,unit_test,jev_gpt6,True,3,loss,0.0,0,76405,1215,7.857,9.25
smac-hard/jev_runs/all-maps-20260921-001/mmmt/jev,mmmt,jev_only,False,1,loss,0.09090909090909091,2,1748001,65485,12.143,40.437
smac-hard/jev_runs/all-maps-20260921-001/mmmt/jev,mmmt,jev_only,False,2,loss,0.0,0,1667155,60179,12.143,26.703
smac-hard/jev_runs/all-maps-20260921-001/mmmt/jev,mmmt,jev_only,False,3,loss,0.0,0,1759288,63251,12.5,27.328
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt/jev,mmmt,jev_gpt6,False,1,win,0.9090909090909091,20,2664904,66899,21.429,87.031
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt/jev,mmmt,jev_gpt6,False,2,win,0.9090909090909091,20,2931335,76377,25.357,47.938
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt/jev,mmmt,jev_gpt6,False,3,loss,0.8181818181818182,18,3313769,80234,37.5,71.14
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zhb/jev,mmmt_vs_zhb,jev_only,False,1,loss,0.06521739130434782,3,4283920,131553,12.5,59.547
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zhb/jev,mmmt_vs_zhb,jev_only,False,2,loss,0.08695652173913043,4,4322788,129170,12.143,46.796
smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zhb/jev,mmmt_vs_zhb,jev_only,False,3,loss,0.08695652173913043,4,3267308,96948,11.429,37.078
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zhb/jev,mmmt_vs_zhb,jev_gpt6,False,1,loss,0.5217391304347826,24,3125536,94594,15.714,107.062
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zhb/jev,mmmt_vs_zhb,jev_gpt6,False,2,loss,0.45652173913043476,21,3006772,87027,14.643,36.031
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zhb/jev,mmmt_vs_zhb,jev_gpt6,False,3,loss,0.5,23,3258341,96043,15.714,41.282
smac-hard/jev_runs/all-maps-20260921-001/pvt_large/jev,pvt_large,jev_only,True,1,loss,0.6,18,17462682,262870,47.5,193.343
smac-hard/jev_runs/all-maps-20260921-001/pvt_large/jev,pvt_large,jev_only,True,2,loss,0.6333333333333333,19,19136931,263644,52.857,194.484
smac-hard/jev_runs/all-maps-20260921-001/pvt_large/jev,pvt_large,jev_only,True,3,loss,0.7,21,17990001,252344,52.143,184.547
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/pvt_large/jev,pvt_large,jev_gpt6,True,1,loss,0.2,6,28117268,246972,40.0,319.141
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/pvt_large/jev,pvt_large,jev_gpt6,True,2,loss,0.3,9,24154134,241998,41.786,211.781
smac-hard/jev_runs/p0-astra-all-maps-20260922-001/pvt_large/jev,pvt_large,jev_gpt6,True,3,loss,0.3,9,24868421,233694,38.929,224.344
