track,method,scope,map,development_map,run,method_name,episodes,result,wall_seconds,game_seconds,JEV_requests,GPT6_requests,JEV_usd,GPT6_usd,JEV_input,JEV_output,GPT6_input,GPT6_output,GPT6_cached,GPT6_cache_write,JEV_known_responses,GPT6_known_responses,JEV_unknown_attempts,GPT6_unknown_attempts,total_usd,JEV_n,JEV_median_ms,JEV_p95_ms,JEV_p90_ms,JEV_max_ms,JEV_mean_ms,GPT6_n,GPT6_median_ms,GPT6_p95_ms,GPT6_p90_ms,GPT6_max_ms,GPT6_mean_ms,level,seed,first_attack_seconds,replay_game_seconds
micro,jev_only,main,mmmt_vs_zspi,False,smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zspi/jev,JEV-only,3,,105.782,42.5,303,0,0.21208298999999997,0.0,5049595,204160,0,0,0,0,303,0,0,0,0.21208298999999997,303,531.0000000026776,906.9999999992433,765.7999999966705,13764.999999999418,649.6732673268366,0,,,,,,,,,
micro,jev_gpt6,main,mmmt_vs_zspi,False,smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zspi/jev,JEV + GPT-6,3,,148.625,56.071,376,1,0.27087206999999996,0.33504,6449335,185705,29599,781,0,0,376,1,0,0,0.60591207,376,516.0000000032596,609.2500000086147,578.0000000086147,2391.0000000032596,549.2925531911789,1,35265.99999998871,35265.99999998871,35265.99999998871,35265.99999998871,35265.99999998871,,,,
micro,jev_only,main,unit_test,True,smac-hard/jev_runs/all-maps-20260921-001/unit_test/jev,JEV-only,3,,25.547,9.999,28,0,0.003259368,0.0,77604,1756,0,0,0,0,28,0,0,0,0.003259368,28,367.00000000200816,577.5500000025203,514.0999999995984,1938.0000000019209,446.8571428569703,0,,,,,,,,,
micro,jev_gpt6,main,unit_test,True,smac-hard/jev_runs/p0-astra-all-maps-20260922-001/unit_test/jev,JEV + GPT-6,3,,82.734,22.857,64,1,0.009022691999999995,0.1698,214826,3529,13620,672,0,0,64,1,0,0,0.178822692,64,391.00000000325963,497.7500000000872,453.7000000011176,5233.99999999674,479.9218749994907,1,36718.99999999732,36718.99999999732,36718.99999999732,36718.99999999732,36718.99999999732,,,,
micro,jev_only,main,mmmt,False,smac-hard/jev_runs/all-maps-20260921-001/mmmt/jev,JEV-only,3,,94.75,36.786,323,0,0.21732664800000012,0.0,5174444,188915,0,0,0,0,323,0,0,0,0.21732664800000012,323,530.9999999954016,790.6999999984677,686.9999999980791,1421.9999999986612,561.4613003096168,0,,,,,,,,,
micro,jev_gpt6,main,mmmt,False,smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt/jev,JEV + GPT-6,3,,206.469,84.286,527,1,0.37422033599999976,0.33064,8910008,223510,29509,711,0,0,526,1,1,0,0.7048603359999998,526,530.9999999881256,636.2499999995634,593.9999999973224,5875.0,561.9733840305254,1,32468.999999997322,32468.999999997322,32468.999999997322,32468.999999997322,32468.999999997322,,,,
micro,jev_only,main,mmmt_vs_zhb,False,smac-hard/jev_runs/all-maps-20260921-001/mmmt_vs_zhb/jev,JEV-only,3,,143.703,36.072,740,0,0.4987086720000001,0.0,11874016,357671,0,0,0,0,740,0,0,0,0.4987086720000001,740,514.9999999994179,672.7499999986314,625.0,1328.0000000013388,529.5729729729607,0,,,,,,,,,
micro,jev_gpt6,main,mmmt_vs_zhb,False,smac-hard/jev_runs/p0-astra-all-maps-20260922-001/mmmt_vs_zhb/jev,JEV + GPT-6,3,,184.719,46.071,547,1,0.3944072579999999,0.33477,9390649,277664,29567,782,0,0,545,1,2,0,0.729177258,545,515.9999999887077,605.9999999997665,577.9999999940628,5889.999999999418,557.572477063807,1,37656.00000000268,37656.00000000268,37656.00000000268,37656.00000000268,37656.00000000268,,,,
micro,jev_only,main,pvt_large,True,smac-hard/jev_runs/all-maps-20260921-001/pvt_large/jev,JEV-only,3,,572.734,152.5,3366,0,2.2927637879999985,0.0,54589614,778858,0,0,0,0,3366,0,0,0,2.2927637879999985,3366,485.0000000005821,686.9999999980791,625.0,2578.000000001339,515.3523469993819,0,,,,,,,,,
micro,jev_gpt6,main,pvt_large,True,smac-hard/jev_runs/p0-astra-all-maps-20260922-001/pvt_large/jev,JEV + GPT-6,3,,755.688,120.715,4404,1,3.2398725659999945,0.62043,77139823,722664,57948,819,0,0,4402,1,2,0,3.8603025659999943,4402,500.0,593.9999999973224,563.0000000091968,6672.000000005937,517.502044525241,1,42547.00000000594,42547.00000000594,42547.00000000594,42547.00000000594,42547.00000000594,,,,
macro,jev_only,main,,,Large-Language-Models-play-StarCraftII/jev_runs/long-20m-001,JEV-only,1,Tie,1239.8439999999973,1200.0,1024,0,0.10687412400000007,0.0,2544622,43880,0,0,0,0,1023,0,1,0,0.10687412400000007,1023,405.9999999990396,579.0000000015425,530.9999999990396,1796.9999999986612,424.64516129031927,0,,,,,,2,1,614.2857142857143,
macro,jev_gpt6,main,,,Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-hard-002,JEV + GPT-6,1,Victory,839.9219999999914,807.8571428571429,743,18,0.1550859660000001,4.368259999999999,3692523,37423,419240,8010,24960,0,743,18,0,0,4.523345965999999,743,407.00000000651926,531.9000000061351,485.0000000005821,1781.0000000026776,428.0134589499609,18,24937.5,29159.699999996516,28270.300000005227,31656.999999991967,24340.88888888881,5,1,478.92857142857144,808.0357142857143
macro,jev_gpt6,main,,,Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-harder-001,JEV + GPT-6,1,Victory,678.125,648.5714285714287,591,14,0.11688944400000005,2.88845,2783082,30737,297820,5693,41600,0,590,13,1,1,3.005339444,590,391.00000000325963,468.99999999732245,438.0000000091968,1750.0,403.1813559321671,13,26687.000000005355,39908.79999999886,33902.4000000034,47952.99999999406,25902.615384616252,6,1,491.0714285714286,648.75
macro,jev_gpt6,main,,,Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-veryhard-003,JEV + GPT-6,1,Victory,805.9529999999941,767.6785714285714,708,14,0.14485522799999984,2.6842499999999996,3448934,37944,278215,5530,41600,0,708,12,0,2,2.8291052279999995,708,422.0000000059372,500.0,483.99999999674037,1108.9999999967404,432.6539548022027,12,35476.49999999703,39714.89999999612,38412.5,41046.999999991385,33141.999999999825,7,1,453.2142857142857,767.9017857142858
macro,jev_gpt6,main,,,Large-Language-Models-play-StarCraftII/jev_runs/macro-v2-20260922-veryhard-004,JEV + GPT-6,1,Victory,990.5620000000054,955.0000000000001,865,20,0.18288526200000013,4.30055,4354411,46856,442151,8064,58240,0,864,19,1,1,4.483435262,864,437.9999999946449,869.5000000064965,514.9999999994179,1281.0000000026776,472.6238425925018,19,27625.0,35428.299999992305,34046.79999999353,35485.00000000058,27855.999999999767,7,2,442.14285714285717,955.2232142857143
macro,jev_gpt6,stress,,,Large-Language-Models-play-StarCraftII/jev_runs/macro-v22-20260922-cheatvision-001,JEV + GPT-6,1,Defeat,642.625,613.6607142857143,539,14,0.10291201199999996,2.9068400000000003,2450286,27125,296801,4767,33280,0,539,13,0,1,3.0097520120000003,539,375.0,452.9999999940628,422.0000000059372,906.9999999919673,379.26901669746564,13,24639.999999999418,30150.199999997858,29791.199999995297,30656.000000002678,24354.53846153821,8,1,,613.8392857142858
